id;servicioId;tipo;origen;destino
5707;77;Bus;West Barbara;North Brittanychester
1286;3042;Bus;Guerrerofort;East Joelborough
4534;4772;Barco;Lake Alvin;New Angela
892;2753;Taxi;Lake Dianashire;South Kenneth
6794;4480;Tren;Guerrerofort;Jamesborough
7382;3215;Barco;Sanchezview;North Zacharyland
6048;1267;Tren;Lake Dianashire;Mccoybury
240;2740;Tren;Myerston;South Norman
7194;1433;Bus;Fosterhaven;West Barbara
6394;4480;Barco;West Matthew;Huntview
8608;3805;Bus;New Stevenville;Porterstad
3710;3387;Taxi;New Stevenville;Port Michael
3964;3989;Tren;New Danielberg;Port Michael
9545;2652;Bus;East John;Myerston
938;4811;Taxi;Lake Williamfort;North Brittanychester
1312;752;Barco;Rhodesmouth;Lake Alvin
7950;2033;Taxi;South Crystalland;Jamesborough
2533;1589;Taxi;East Jessicafurt;East Joelborough
792;3157;Taxi;Arroyoside;Porterstad
8971;4773;Barco;South Crystalland;East John
3241;2799;Taxi;Williamsburgh;Lake Dianashire
910;4163;Barco;Williamsburgh;Bellland
7549;2582;Barco;Guerrerofort;East Nicolestad
8092;1736;Bus;Lake Dwayne;North Paulmouth
5157;2516;Taxi;Allenside;Williamsburgh
9346;1043;Tren;Porterstad;Arroyoside
7897;4777;Bus;East Stephenfurt;West Matthew
3281;1415;Barco;Kathleenbury;New Jennifer
786;4302;Barco;New Jennifer;New Stevenville
2941;1481;Tren;Lake Dianashire;East Nicolestad
6347;940;Bus;Lake Amyberg;Kathleenbury
829;251;Taxi;North Brittanychester;Williamsburgh
699;3133;Barco;South Kenneth;Myerston
4386;1484;Barco;Johnsonhaven;Lake Maria
1801;1640;Bus;New Jennifer;New Stevenville
5930;4440;Taxi;East Christopherstad;Huntview
588;3396;Taxi;Mccoybury;East Jessicafurt
5406;166;Taxi;South Kenneth;East John
1150;1433;Tren;Arroyoside;Guerrerofort
3784;3580;Barco;Martinezbury;Lake Amyberg
4330;2528;Barco;East John;Bellland
8714;3774;Tren;Judithburgh;East Stephenfurt
1911;3774;Taxi;South Crystalland;Lake Dianashire
4186;3594;Barco;Lake Dianashire;Martinezbury
2146;2930;Taxi;Kathleenbury;West Barbara
5736;2278;Taxi;Johnsonhaven;South Kenneth
6143;3352;Taxi;North Paulmouth;Sanchezview
9234;1755;Barco;Lake Williamfort;Martinezbury
8012;2979;Barco;South Kenneth;Jamesborough
4328;750;Tren;Porterstad;Fosterhaven
8182;2629;Barco;Lake Alvin;New Jennifer
3619;2095;Taxi;Morrisberg;Johnsonhaven
5854;1209;Barco;North Jesse;Myerston
1842;2276;Bus;Whitemouth;East Christopherstad
4407;2812;Tren;East John;Bellland
7052;4263;Bus;Fosterhaven;Myerston
8464;3083;Barco;Sanchezview;Porterstad
7080;2863;Bus;Lake Amyberg;Myerston
3888;1859;Barco;Morrisberg;Martinezbury
2119;1286;Tren;Rhodesmouth;Whitemouth
7464;1;Tren;North Paulmouth;East Joelborough
7127;4976;Bus;Jamesborough;Harpershire
1840;3902;Taxi;Fosterhaven;Johnsonhaven
7172;3471;Bus;North Paulmouth;Myerston
6893;1188;Barco;West Matthew;South Kenneth
7941;947;Barco;Jamesborough;East Hannahside
3159;1893;Barco;North Brittanychester;Kathleenbury
8851;3319;Barco;Jamesborough;South Nicholastown
3648;3358;Tren;East Stephenfurt;East John
6986;3316;Taxi;South Norman;Scottfurt
5233;613;Tren;Johnsonhaven;North Zacharyland
6615;2674;Bus;Morrisberg;Harpershire
5696;4760;Bus;South Crystalland;South Kenneth
4469;1130;Barco;Sanchezview;Williamsburgh
6997;3411;Barco;Lake Maria;East John
1262;4777;Taxi;New Jennifer;New Angela
4143;3105;Barco;Scottfurt;North Jesse
2086;3580;Taxi;Lake Dwayne;Lake Williamfort
4243;2959;Barco;Jamesborough;East Hannahside
6519;193;Barco;West Barbara;East Hannahside
5680;745;Taxi;Harpershire;Porterstad
1651;716;Barco;Lake Dianashire;Jamesborough
8993;220;Tren;South Norman;Kathleenbury
784;2377;Taxi;Jamesborough;North Brittanychester
2028;3771;Tren;Whitemouth;Porterstad
3347;4977;Barco;Mccoybury;Rhodesmouth
4429;2275;Barco;East Joelborough;South Nicholastown
4262;1205;Barco;Port Michael;North Brittanychester
3288;3295;Bus;Allenside;Guerrerofort
2894;3985;Tren;New Angela;Huntview
4268;2466;Barco;Sanchezview;Guerrerofort
2238;2069;Tren;Lake Williamfort;Lake Dianashire
9760;458;Barco;East Hannahside;South Crystalland
7409;115;Tren;New Angela;Porterstad
7342;3471;Taxi;West Barbara;New Jennifer
5911;3711;Taxi;Kathleenbury;East Hannahside
2646;1433;Taxi;East Nicolestad;Lake Amyberg
224;4869;Bus;New Jennifer;New Jennifer
5076;1629;Barco;Johnsonhaven;Guerrerofort
4639;4761;Bus;Jamesborough;Lake Amyberg
359;2331;Taxi;South Norman;West Matthew
1379;1755;Taxi;South Crystalland;Harpershire
5771;1035;Tren;Rhodesmouth;East Nicolestad
5431;4327;Tren;East Joelborough;Huntview
4349;4796;Tren;Lake Alvin;Fosterhaven
3049;2074;Tren;South Crystalland;Lake Dianashire
9039;7;Taxi;Kathleenbury;Johnsonhaven
8683;2278;Taxi;Rhodesmouth;Johnsonhaven
8610;4827;Taxi;New Angela;East Nicolestad
7649;4219;Bus;Whitemouth;Jamesborough
11;2877;Bus;Fosterhaven;East John
9571;1187;Barco;Scottfurt;North Zacharyland
3372;1365;Bus;West Barbara;North Zacharyland
4085;2174;Barco;New Danielberg;Martinezbury
7490;4396;Barco;East Hannahside;Williamsburgh
9244;3220;Tren;East Jessicafurt;Kathleenbury
6286;1386;Barco;East Jessicafurt;Port Michael
9124;2674;Barco;East Christopherstad;East Stephenfurt
9938;2742;Barco;East Nicolestad;Fosterhaven
7675;2420;Tren;South Kenneth;South Nicholastown
6725;752;Tren;Guerrerofort;Sanchezview
8381;4017;Barco;North Jesse;North Brittanychester
2405;4277;Bus;North Brittanychester;Mccoybury
5131;4135;Taxi;Whitemouth;Mccoybury
3061;2832;Barco;Sanchezview;Williamsburgh
4141;1205;Taxi;Bellland;Bellland
9058;1995;Taxi;East Hannahside;Martinezbury
2309;2435;Bus;Bellland;East Stephenfurt
9103;2827;Barco;West Matthew;Port Michael
7146;1820;Taxi;Sanchezview;South Nicholastown
2262;183;Barco;Arroyoside;East Stephenfurt
6379;2288;Bus;Kathleenbury;Judithburgh
7143;1386;Bus;East John;Williamsburgh
6545;2825;Tren;South Nicholastown;Arroyoside
6257;2789;Barco;East Joelborough;Johnsonhaven
6502;1550;Bus;East Jessicafurt;East Jordan
7833;4466;Tren;Allenside;New Danielberg
2670;3711;Tren;East Joelborough;New Jennifer
4518;1956;Bus;East Nicolestad;Port Michael
1384;4017;Taxi;North Jesse;Mccoybury
511;2936;Tren;North Paulmouth;Mccoybury
3026;3630;Barco;Lake Dwayne;Judithburgh
982;1568;Barco;Scottfurt;Huntview
5851;2776;Taxi;East Hannahside;Jamesborough
1234;2806;Barco;Guerrerofort;Porterstad
2327;4569;Taxi;Johnsonhaven;South Nicholastown
1185;1531;Taxi;Porterstad;Martinezbury
7084;4653;Bus;Lake Amyberg;Morrisberg
8150;2776;Tren;North Paulmouth;North Jesse
538;4135;Taxi;East Christopherstad;Williamsburgh
6621;2376;Taxi;Myerston;Porterstad
7099;2150;Taxi;New Danielberg;Huntview
454;1384;Taxi;Bellland;Fosterhaven
7407;3545;Taxi;Kathleenbury;Lake Maria
9286;535;Barco;Whitemouth;North Zacharyland
5214;2080;Taxi;South Norman;Scottfurt
8561;1225;Bus;East Christopherstad;Arroyoside
3349;4474;Bus;Williamsburgh;Judithburgh
3087;967;Bus;Myerston;Lake Dianashire
732;4603;Barco;South Kenneth;Harpershire
1509;4044;Tren;Port Michael;Lake Williamfort
8989;4154;Bus;Morrisberg;Myerston
4927;1755;Barco;Arroyoside;Martinezbury
9763;1515;Barco;Judithburgh;Lake Alvin
9880;4466;Tren;Mccoybury;South Nicholastown
1414;3542;Barco;South Norman;Rhodesmouth
8331;4641;Bus;New Danielberg;East Jordan
6297;2855;Tren;Sanchezview;East Nicolestad
1699;2941;Bus;East Christopherstad;Judithburgh
2042;77;Barco;South Kenneth;East Stephenfurt
1934;3129;Barco;New Angela;East Stephenfurt
7594;1787;Barco;Martinezbury;Jamesborough
5594;1842;Barco;Judithburgh;East Hannahside
275;1187;Barco;Arroyoside;East Jordan
8995;4126;Barco;Whitemouth;East Jessicafurt
3829;59;Barco;New Danielberg;Porterstad
7650;2066;Tren;East Jessicafurt;Lake Dwayne
4588;1185;Tren;Huntview;Scottfurt
703;4393;Bus;New Angela;South Kenneth
5080;2403;Tren;Allenside;North Paulmouth
2265;1335;Barco;Kathleenbury;Scottfurt
8072;4302;Bus;Sanchezview;South Kenneth
9324;1742;Barco;Williamsburgh;Port Michael
759;4076;Tren;East John;Myerston
5767;1526;Bus;North Jesse;East Joelborough
8518;2053;Taxi;Lake Dwayne;North Jesse
2338;3393;Barco;Williamsburgh;Mccoybury
4624;3911;Barco;Port Michael;Porterstad
9658;3056;Taxi;Johnsonhaven;New Stevenville
7528;3774;Taxi;South Kenneth;Kathleenbury
8199;3605;Taxi;North Brittanychester;North Paulmouth
2997;4986;Barco;South Norman;Sanchezview
6387;4986;Barco;East Jessicafurt;Lake Alvin
4256;3320;Tren;North Jesse;Judithburgh
7288;4558;Barco;New Angela;Lake Maria
5227;2670;Bus;East Christopherstad;North Jesse
1592;3359;Bus;Johnsonhaven;South Crystalland
8947;1894;Barco;Judithburgh;Harpershire
7523;3209;Tren;Port Michael;North Paulmouth
1368;4397;Bus;Lake Dwayne;Allenside
2898;235;Taxi;South Crystalland;South Crystalland
1360;3047;Taxi;New Stevenville;East Stephenfurt
6484;4057;Tren;Lake Maria;Bellland
5564;2484;Barco;Fosterhaven;East Nicolestad
3643;1073;Taxi;East Jessicafurt;South Kenneth
2383;4202;Barco;Lake Williamfort;Allenside
5349;4950;Taxi;Lake Dwayne;Kathleenbury
296;468;Tren;East Hannahside;South Kenneth
8960;1899;Tren;Myerston;New Danielberg
8030;356;Taxi;North Brittanychester;Lake Amyberg
60;2231;Bus;Porterstad;Kathleenbury
967;2096;Barco;East Joelborough;South Nicholastown
8696;3853;Barco;Whitemouth;East Joelborough
3755;3801;Bus;Lake Alvin;Whitemouth
7016;2377;Taxi;Williamsburgh;Lake Dwayne
4134;3681;Tren;East Joelborough;Bellland
5347;3450;Tren;Bellland;Allenside
3136;3647;Bus;North Jesse;West Barbara
1182;940;Tren;New Angela;West Barbara
5569;3586;Bus;Lake Williamfort;Kathleenbury
4929;537;Bus;Lake Dwayne;Lake Dianashire
284;2742;Taxi;East Joelborough;North Jesse
5052;4724;Barco;Port Michael;South Kenneth
2244;4565;Barco;Guerrerofort;Rhodesmouth
4997;3635;Tren;Rhodesmouth;North Zacharyland
4526;4698;Tren;Allenside;Bellland
7860;2537;Barco;New Stevenville;Williamsburgh
1815;406;Bus;Sanchezview;East John
514;2740;Taxi;Myerston;New Angela
4625;1163;Tren;Myerston;Fosterhaven
5613;1790;Bus;East Nicolestad;North Jesse
4133;567;Bus;South Norman;Mccoybury
8613;4220;Tren;South Kenneth;Lake Maria
2220;4419;Barco;East Nicolestad;South Nicholastown
1000;3229;Bus;East John;Port Michael
4508;1894;Taxi;Kathleenbury;South Norman
2973;1187;Barco;Fosterhaven;South Norman
2911;3213;Taxi;Guerrerofort;Johnsonhaven
860;811;Tren;Lake Alvin;Lake Alvin
3090;2812;Taxi;Kathleenbury;South Crystalland
6850;3722;Barco;Lake Williamfort;East Stephenfurt
9066;3387;Barco;West Barbara;Allenside
1397;4301;Barco;Sanchezview;Harpershire
2802;2832;Taxi;Huntview;North Zacharyland
7953;2984;Taxi;Kathleenbury;Lake Maria
9387;1414;Bus;East Joelborough;North Paulmouth
8120;1688;Taxi;Kathleenbury;Harpershire
7884;2288;Taxi;Judithburgh;Porterstad
4757;1397;Taxi;West Matthew;West Matthew
3609;4345;Bus;Guerrerofort;Huntview
9616;2984;Barco;Huntview;New Jennifer
199;2344;Taxi;Williamsburgh;Kathleenbury
8535;1348;Bus;Mccoybury;Jamesborough
8703;3907;Bus;North Brittanychester;South Crystalland
908;4362;Barco;Bellland;New Danielberg
1603;484;Barco;South Norman;East Hannahside
8225;161;Taxi;North Jesse;Fosterhaven
9389;3122;Tren;Johnsonhaven;Martinezbury
9998;4978;Tren;South Nicholastown;South Crystalland
8438;3805;Taxi;North Zacharyland;Lake Amyberg
2578;3014;Barco;Huntview;Huntview
1195;4324;Taxi;Allenside;Jamesborough
444;1458;Bus;Judithburgh;Lake Williamfort
53;2742;Bus;Martinezbury;Lake Williamfort
1467;1688;Taxi;East Stephenfurt;Morrisberg
6255;1267;Bus;South Norman;Porterstad
9260;2810;Tren;North Paulmouth;North Jesse
2806;613;Bus;New Stevenville;Lake Maria
5651;3709;Taxi;East John;East Stephenfurt
8594;3747;Barco;South Norman;Allenside
9075;1365;Bus;Lake Alvin;Johnsonhaven
3840;4014;Barco;West Barbara;Porterstad
9989;4118;Barco;Arroyoside;East Nicolestad
2696;4758;Tren;Port Michael;Huntview
778;77;Tren;South Norman;Jamesborough
4038;1043;Taxi;West Matthew;South Norman
6158;4480;Taxi;Harpershire;South Crystalland
5159;4163;Tren;North Brittanychester;East Stephenfurt
6640;2148;Tren;West Barbara;Allenside
4820;1048;Taxi;West Matthew;South Crystalland
7648;1475;Barco;East Nicolestad;Huntview
1564;4568;Tren;East Stephenfurt;East Stephenfurt
5459;3542;Bus;Lake Maria;Williamsburgh
4699;2863;Taxi;East Jessicafurt;Guerrerofort
1732;4473;Taxi;Mccoybury;East Hannahside
5277;166;Tren;Johnsonhaven;Porterstad
17;2812;Taxi;East Christopherstad;New Angela
8080;2069;Bus;South Crystalland;Lake Williamfort
3817;1295;Tren;Myerston;South Norman
7700;406;Bus;Whitemouth;East Christopherstad
5643;1964;Taxi;Lake Dianashire;North Zacharyland
6811;407;Barco;New Danielberg;South Nicholastown
8698;531;Barco;Harpershire;East Christopherstad
2023;1769;Taxi;South Kenneth;Mccoybury
4041;76;Barco;East Jessicafurt;Mccoybury
2260;4761;Bus;East Christopherstad;Fosterhaven
3586;1225;Tren;Rhodesmouth;East Joelborough
2497;564;Tren;Lake Williamfort;Guerrerofort
2039;1516;Bus;Fosterhaven;Lake Williamfort
6563;3679;Barco;North Zacharyland;Porterstad
8709;4044;Taxi;Lake Maria;East Stephenfurt
880;2755;Bus;East Nicolestad;Rhodesmouth
3558;2478;Tren;Mccoybury;Harpershire
8750;748;Tren;Williamsburgh;East Jordan
9731;356;Tren;Myerston;Bellland
8697;2533;Tren;Lake Alvin;Sanchezview
9646;2376;Tren;Allenside;Lake Williamfort
188;2852;Bus;Johnsonhaven;North Brittanychester
5944;4646;Tren;East Nicolestad;South Norman
4100;772;Bus;Allenside;South Nicholastown
1851;3220;Tren;Whitemouth;South Nicholastown
6960;4813;Tren;Lake Alvin;Martinezbury
6604;4057;Tren;Porterstad;Jamesborough
812;471;Taxi;Scottfurt;South Norman
6721;3929;Taxi;Johnsonhaven;Myerston
1082;3830;Tren;Judithburgh;Bellland
7747;3376;Barco;Rhodesmouth;Arroyoside
2222;4181;Taxi;North Zacharyland;Whitemouth
4174;2466;Bus;East Jordan;East Joelborough
8865;682;Taxi;Harpershire;Lake Maria
3373;3047;Bus;East Jordan;New Stevenville
1574;1553;Taxi;Whitemouth;West Matthew
6842;3397;Taxi;Lake Dianashire;Lake Amyberg
814;3594;Taxi;Harpershire;South Kenneth
4956;1625;Bus;East Joelborough;Lake Maria
9337;2286;Barco;Huntview;New Stevenville
9301;567;Barco;West Barbara;Harpershire
9925;4276;Bus;North Paulmouth;New Jennifer
5896;2408;Bus;Lake Williamfort;Lake Alvin
8644;414;Bus;West Barbara;Rhodesmouth
962;3512;Tren;East Nicolestad;Allenside
6013;4849;Barco;New Stevenville;Porterstad
6513;1243;Barco;Lake Williamfort;Morrisberg
593;3345;Barco;South Nicholastown;Rhodesmouth
745;1820;Taxi;Myerston;North Brittanychester
2563;4565;Barco;Lake Williamfort;Fosterhaven
7977;2923;Barco;Lake Williamfort;New Stevenville
6866;1997;Barco;East Stephenfurt;Fosterhaven
3441;894;Barco;Fosterhaven;Lake Dianashire
4606;74;Tren;Allenside;North Paulmouth
6190;1403;Taxi;South Kenneth;Huntview
8344;1955;Bus;East Hannahside;East Nicolestad
8421;2776;Bus;Arroyoside;Lake Amyberg
7511;2605;Tren;New Stevenville;Harpershire
3333;666;Tren;Morrisberg;Port Michael
6009;1932;Bus;North Jesse;Lake Williamfort
1179;2260;Taxi;Mccoybury;Whitemouth
4136;2946;Bus;East Nicolestad;East Joelborough
196;4383;Bus;New Angela;Mccoybury
9171;2634;Bus;Jamesborough;Port Michael
6113;2201;Barco;West Matthew;East Christopherstad
3748;4085;Bus;Martinezbury;East Stephenfurt
499;1665;Tren;Whitemouth;Judithburgh
6852;3852;Taxi;Mccoybury;Lake Maria
263;1783;Taxi;Myerston;South Norman
3199;1985;Tren;Whitemouth;North Zacharyland
7102;1415;Bus;Porterstad;North Paulmouth
5027;3462;Bus;Williamsburgh;East Hannahside
3516;2951;Bus;South Kenneth;East John
3819;2629;Barco;Allenside;Bellland
3932;4058;Barco;South Nicholastown;Allenside
9885;281;Barco;Lake Dwayne;Williamsburgh
1843;2773;Tren;South Kenneth;South Nicholastown
4834;2478;Bus;Fosterhaven;West Matthew
5136;302;Tren;East Nicolestad;Allenside
1403;4440;Taxi;Morrisberg;North Zacharyland
397;3647;Bus;Martinezbury;Jamesborough
7184;4849;Tren;New Angela;Lake Williamfort
7285;3508;Bus;North Zacharyland;Kathleenbury
3842;3985;Bus;West Barbara;Lake Amyberg
2272;1891;Taxi;East Jessicafurt;East Joelborough
8764;2837;Tren;South Norman;Guerrerofort
2660;4059;Taxi;Sanchezview;Scottfurt
2572;407;Tren;Morrisberg;Sanchezview
361;2827;Tren;East Jordan;Rhodesmouth
2714;3588;Taxi;West Matthew;Williamsburgh
4614;1836;Bus;Morrisberg;East John
7979;1985;Barco;East Jessicafurt;Lake Williamfort
7718;3105;Barco;South Nicholastown;Williamsburgh
9185;3112;Tren;Lake Amyberg;Lake Alvin
4037;4743;Tren;New Danielberg;West Matthew
3473;3595;Taxi;Port Michael;East Christopherstad
8044;1590;Taxi;Lake Amyberg;Myerston
9598;1745;Bus;Sanchezview;Jamesborough
691;3811;Tren;Lake Amyberg;Lake Amyberg
2992;2981;Tren;North Jesse;East Jessicafurt
1174;3892;Taxi;East Christopherstad;East Stephenfurt
6248;1525;Bus;Allenside;Mccoybury
2576;2404;Bus;Martinezbury;North Paulmouth
4093;1787;Barco;Lake Williamfort;South Norman
5682;1790;Bus;Kathleenbury;North Paulmouth
3559;1018;Barco;West Barbara;Lake Dianashire
8076;327;Tren;Guerrerofort;North Jesse
5120;4045;Barco;Arroyoside;Huntview
6876;4126;Tren;South Nicholastown;Port Michael
83;4324;Tren;West Barbara;Lake Dwayne
467;2061;Taxi;Williamsburgh;East Hannahside
7373;2484;Tren;East Christopherstad;Porterstad
3376;2190;Barco;Scottfurt;South Kenneth
1026;2475;Taxi;South Norman;East Nicolestad
2062;1475;Taxi;Arroyoside;Allenside
8451;4832;Bus;East Nicolestad;Myerston
65;3376;Taxi;Whitemouth;Porterstad
9536;3127;Tren;North Brittanychester;Scottfurt
4839;183;Taxi;Sanchezview;Williamsburgh
1903;4986;Tren;Lake Alvin;Lake Williamfort
7135;2936;Bus;Rhodesmouth;Judithburgh
9078;3647;Bus;Allenside;New Angela
1080;4970;Bus;North Paulmouth;New Stevenville
6486;3246;Bus;Judithburgh;East John
891;613;Taxi;Sanchezview;Martinezbury
787;2499;Barco;New Danielberg;Scottfurt
1735;4552;Bus;Myerston;West Matthew
6505;2069;Bus;North Zacharyland;East John
4260;535;Bus;Sanchezview;New Danielberg
2175;4085;Taxi;Johnsonhaven;South Nicholastown
529;989;Bus;Porterstad;Guerrerofort
6703;900;Taxi;Allenside;East Christopherstad
4395;2506;Bus;Scottfurt;New Danielberg
1317;1475;Tren;East Jessicafurt;East Jessicafurt
7051;2041;Taxi;Arroyoside;North Zacharyland
